# step, loss_train, loss_test, metrics_test
<<<<<<< HEAD
1.300000000000000000e+04 5.040749674662947655e-04 2.537750115152448416e-04 6.985538493609055877e-05 6.022204252076335251e-05 5.104615702293813229e-04 2.494496002327650785e-04 6.985538493609055877e-05 6.022204252076335251e-05 2.367731370031833649e-02
1.400000000000000000e+04 9.090899766306392848e-06 4.202833679300965741e-06 1.110029074880003463e-06 3.474983856222024770e-09 9.200299246003851295e-06 3.760193749258178286e-06 1.110029074880003463e-06 3.474983856222024770e-09 2.809282159432768822e-03
1.500000000000000000e+04 1.525294501334428787e-04 4.406826701597310603e-05 1.999923915718682110e-05 1.424782681169745047e-06 1.546188868815079331e-04 4.304559115553274751e-05 1.999923915718682110e-05 1.424782681169745047e-06 1.196410879492759705e-02
1.600000000000000000e+04 1.915288294185302220e-06 5.026967301091644913e-06 8.320295563635227154e-10 1.611679294910572935e-06 1.801538360268750694e-06 4.826922577194636688e-06 8.320295563635227154e-10 1.611679294910572935e-06 2.139332238584756851e-03
1.700000000000000000e+04 7.419736789415765088e-07 1.493288891651900485e-06 7.163691861933330074e-09 1.978719410544726998e-10 6.863257908662490081e-07 1.177902845483913552e-06 7.163691861933330074e-09 1.978719410544726998e-10 6.230839644558727741e-04
1.800000000000000000e+04 5.869633241673000157e-07 1.270101847694604658e-06 3.155897765338977479e-11 2.447464453325665090e-09 5.367792255128733814e-07 9.786202781469910406e-07 3.155897765338977479e-11 2.447464453325665090e-09 6.944323540665209293e-04
1.900000000000000000e+04 9.723987659526756033e-07 2.352810270167537965e-06 6.250774120530877553e-09 7.493296152460970916e-07 8.816995205052080564e-07 2.177899432354024611e-06 6.250774120530877553e-09 7.493296152460970916e-07 1.237580203451216221e-03
2.000000000000000000e+04 4.298674684832803905e-05 1.011620115605182946e-04 1.859825715655460954e-08 6.254191248444840312e-05 4.188320963294245303e-05 1.019405026454478502e-04 1.859825715655460954e-08 6.254191248444840312e-05 9.578326717019081116e-03
=======
0.000000000000000000e+00 8.061560988426208496e-02 1.164624094963073730e-01 0.000000000000000000e+00 1.000000000000000000e+00 8.244392275810241699e-02 1.194462999701499939e-01 0.000000000000000000e+00 1.000000000000000000e+00 1.031432986259460449e+00
1.000000000000000000e+03 8.483790792524814606e-03 6.808785255998373032e-03 4.928454444552698988e-08 2.969295310322195292e-04 9.280382655560970306e-03 6.409382447600364685e-03 4.928454444552698988e-08 2.969295310322195292e-04 7.616468071937561035e-01
2.000000000000000000e+03 5.846091546118259430e-03 4.356989171355962753e-03 5.625637413686490618e-07 1.276677212445065379e-04 6.220645271241664886e-03 4.231673199683427811e-03 5.625637413686490618e-07 1.276677212445065379e-04 6.139959096908569336e-01
3.000000000000000000e+03 3.645453602075576782e-03 3.386723808944225311e-03 6.280054662965994794e-07 6.908714567543938756e-05 4.218216519802808762e-03 3.366020275279879570e-03 6.280054662965994794e-07 6.908714567543938756e-05 4.996123313903808594e-01
4.000000000000000000e+03 2.009087707847356796e-03 2.626942237839102745e-03 8.232034929278597701e-07 3.770464536501094699e-05 2.324445871636271477e-03 2.560411579906940460e-03 8.232034929278597701e-07 3.770464536501094699e-05 3.820561170578002930e-01
5.000000000000000000e+03 8.156349649652838707e-04 8.239352609962224960e-04 2.360362287845418905e-07 8.912364137358963490e-06 9.654504247009754181e-04 7.891963468864560127e-04 2.360362287845418905e-07 8.912364137358963490e-06 2.117471694946289062e-01
6.000000000000000000e+03 8.856064960127696395e-05 5.740498090744949877e-05 2.011448074767940852e-08 9.033659580381936394e-07 1.015457164612598717e-04 8.055884245550259948e-05 2.011448074767940852e-08 9.033659580381936394e-07 5.243856832385063171e-02
7.000000000000000000e+03 1.402956240781350061e-05 1.404203612764831632e-05 9.728399419373090495e-09 1.261020088350051083e-08 2.092818795063067228e-05 2.444938763801474124e-05 9.728399419373090495e-09 1.261020088350051083e-08 1.309062633663415909e-02
8.000000000000000000e+03 9.316724572272505611e-06 9.352837878395803273e-06 2.134709076173635367e-09 7.214229214014267200e-09 1.403060014126822352e-05 1.575988062541000545e-05 2.134709076173635367e-09 7.214229214014267200e-09 8.555796928703784943e-03
9.000000000000000000e+03 7.751124030619394034e-06 7.860398909542709589e-06 1.567261986856749445e-09 6.975312771828612313e-08 1.109609183913562447e-05 1.325853190792258829e-05 1.567261986856749445e-09 6.975312771828612313e-08 8.947969414293766022e-03
1.000000000000000000e+04 6.064061381039209664e-06 7.107557394192554057e-06 2.456734193856391357e-08 1.126100102055715979e-07 8.402104867855086923e-06 1.174291173811070621e-05 2.456734193856391357e-08 1.126100102055715979e-07 7.862874306738376617e-03
1.100000000000000000e+04 4.344294211477972567e-06 5.160762611922109500e-06 3.810813442584048971e-09 2.536726384505527676e-09 6.444200607802486047e-06 8.946170055423863232e-06 3.810813442584048971e-09 2.536726384505527676e-09 4.504417069256305695e-03
1.200000000000000000e+04 3.968715645896736532e-06 4.739388714369852096e-06 7.333804319387127180e-08 2.667235321496264078e-08 5.820853857585461810e-06 8.595929102739319205e-06 7.333804319387127180e-08 2.667235321496264078e-08 3.942870534956455231e-03
1.300000000000000000e+04 5.584792234003543854e-06 1.609947867109440267e-05 5.667346840709797107e-07 2.564284613981726579e-06 5.647654234053334221e-06 1.988726580748334527e-05 5.667346840709797107e-07 2.564284613981726579e-06 6.888653617352247238e-03
1.400000000000000000e+04 5.783162123407237232e-05 1.324890909017995000e-04 2.336856414331123233e-05 2.079191290249582380e-05 5.412715108832344413e-05 1.381418696837499738e-04 2.336856414331123233e-05 2.079191290249582380e-05 1.309049688279628754e-02
1.500000000000000000e+04 5.972482995275640860e-06 1.560486271046102047e-05 1.420197431878378325e-10 3.689317736643715762e-06 6.314141046459553763e-06 1.872139728220645338e-05 1.420197431878378325e-10 3.689317736643715762e-06 5.123434122651815414e-03
1.600000000000000000e+04 2.312529659320716746e-06 2.604141400297521614e-06 3.594580633148325433e-09 5.409916070675535593e-09 3.281165845692157745e-06 5.484066150529542938e-06 3.594580633148325433e-09 5.409916070675535593e-09 2.601782092824578285e-03
1.700000000000000000e+04 2.162230430258205160e-06 2.176226644223788753e-06 1.163663387870883525e-08 8.881784197001252323e-12 3.022423470611101948e-06 4.771248768520308658e-06 1.163663387870883525e-08 8.881784197001252323e-12 2.033810131251811981e-03
1.800000000000000000e+04 2.024640707531943917e-06 1.829252482821175363e-06 6.607214775300462861e-14 1.478497324569616467e-10 2.836671683326130733e-06 4.088165496796136722e-06 6.607214775300462861e-14 1.478497324569616467e-10 1.466979854740202427e-03
1.900000000000000000e+04 2.905364226535311900e-06 2.885109779526828788e-06 5.061006618234387133e-07 5.548736226046457887e-08 3.476035089988727123e-06 4.355697456048801541e-06 5.061006618234387133e-07 5.548736226046457887e-08 2.925453009083867073e-03
2.000000000000000000e+04 1.928434357978403568e-06 1.462617774450336583e-06 5.796916280331743110e-09 6.326814627755084075e-10 2.651145223353523761e-06 3.372312676219735295e-06 5.796916280331743110e-09 6.326814627755084075e-10 1.251870067790150642e-03
>>>>>>> d89c24d66a4d701df9b8ac2a28cbda05d399a857
